/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	1	10.8385	15.8385	15	20	25	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	2	21.9156	26.9156	20	17	18	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	3	34.8392	39.8392	22	25	20	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	5	58.8572	63.8572	18	16	17	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	7	78.3223	83.3223	22	20	30	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	8	91.0591	96.0591	25	25	30	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	9	100.3662	105.3662	15	25	30	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	13	143.9488	148.9488	15	18	20	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	15	163.5289	168.5289	18	18	22	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	20	213.8438	218.8438	18	16	25	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	22	234.5937	239.5937	20	16	25	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	25	266.1093	271.1093	20	18	30	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	0	8	30	323.5122	328.5122	20	18	30	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	1	6.4784	11.4784	20	22	30	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	2	10.8279	15.8279	16	22	30	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	3	21.9228	26.9228	16	22	30	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	5	48.2685	53.2685	18	20	28	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	6	58.8484	63.8484	20	20	28	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	7	67.9667	72.9667	22	18	26	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	8	78.3043	83.3043	21	21	25	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	10	100.3543	105.3543	21	21	30	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	12	121.5751	126.5751	21	23	32	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	13	130.958	135.958	20	23	32	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	15	152.8955	157.8955	17	23	32	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	15	152.8955	157.8955	19	23	26	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	17	174.9734	179.9734	13	18	22	20	5
/Volumes/viniHD/data_used_to_generate_ML_trainset/new_data_all_divs/AH22B004/No_Group_AH22B004_3025_DIV21_001_Control_mwd.h5	2	4	8	19	194.4458	199.4458	14	18	22	20	5
